LAD_CODE,LAD_NAME,Av_08,Comp0812,Con0812,Lei0812,Ser0812
E06000014,York,252.298541011171380,-41.134069304903733,-34.340400420280361,-46.668723009859775,-26.463256545881279
E07000075,Rochford,139.923695326928282,-23.010105466050277,-16.861002242051725,-23.002005771110532,-20.516387781733314
E07000051,Purbeck,103.962141634426189,-15.378996359435618,-13.167025525445908,-19.829873246020199,-13.757182329667330
E08000036,Wakefield,119.746074969973051,-20.069731734019143,-18.147227412802238,-15.113456365498124,-16.622732081863688
E07000144,Broadland,104.601736902558557,-17.513403215385196,-15.412412581022764,-15.510298832291596,-13.999294938303720
E06000044,Portsmouth,147.807284031873053,-24.618412779013255,-17.969830711046015,-20.688956462109402,-18.702256720264586
E08000034,Kirklees,143.479361188013627,-25.465542989369368,-21.528708455857213,-19.724439221471229,-17.261603362962930
E07000195,Newcastle-under-Lyme,119.209797762375317,-17.659065484474269,-14.875718170930952,-14.657140181553231,-13.630223142872921
E07000064,Rother,108.613541451715093,-16.556350017721954,-14.855687310683109,-15.026482307234673,-14.310069472339919
E06000041,Wokingham,189.602767450386295,-26.644230849443829,-25.067268724704007,-28.662651889375780,-25.716380252448772
E06000046,Isle of Wight,116.271591894013412,-16.236847001042335,-16.096127208787337,-16.609461471253496,-16.089005573267642
E06000021,Stoke-on-Trent,107.412325669222909,-18.149285171648259,-14.173418257659222,-10.849069106933442,-11.488057650762897
E07000102,Three Rivers,194.936725996167070,-28.727795754393838,-27.835520456810741,-32.026707433570010,-30.163428453290891
E07000030,Eden,128.250432710432847,-15.962983740293652,-23.961547939546591,-39.074735800878756,-17.135838062415459
E07000062,Hastings,107.968300869238917,-16.086665688677456,-13.475254215942840,-16.034349024132126,-13.716308296967739
E07000238,Wychavon,118.169640564240837,-15.011634154149178,-13.865236387201563,-15.308440669923883,-15.400827039297212
E07000084,Basingstoke and Deane,240.713304010633777,-40.216590842821574,-28.602067502487984,-32.124272763545463,-26.611347570593921
E07000031,South Lakeland,153.939368822233774,-23.501422883860201,-25.174182329253625,-43.966177221045740,-19.111220764974831
E07000225,Chichester,225.920848087426606,-36.772770583696285,-31.236060697325200,-25.579590970089811,-27.053567284985490
E09000024,Merton,227.912054495963815,-22.949488132810643,-17.460680536036705,-16.456092720054016,-16.795826985185272
E06000038,Reading,188.731551292705973,-30.595126627155793,-21.276745985067578,-30.092301032124880,-23.317436709175922
E07000187,Mendip,155.658294959429696,-27.227386671041302,-25.996784394993739,-20.439797133917580,-18.922301527417218
E09000023,Lewisham,132.391093436699236,-11.541589582246985,-10.401909345376438,-9.764965345124040,-10.954468678692933
E07000103,Watford,325.298438842248174,-69.683911040309511,-46.143290666873725,-33.026341351716752,-32.067026302583258
E07000088,Gosport,125.519154495922564,-17.543642259104146,-18.236935798965789,-17.795006669390276,-17.259203886567263
E07000234,Bromsgrove,143.005315530459484,-20.191484770221933,-17.993996641177986,-15.138693177322736,-18.909637995727678
E08000023,South Tyneside,122.593748513344281,-22.095962170153285,-20.110478053927153,-28.202985029128826,-16.546477871344294
E07000149,South Norfolk,131.428990434760777,-17.964081574123625,-16.061337056217454,-25.230108771503950,-20.469617376864662
E07000190,Taunton Deane,162.028508474008220,-26.358443107681126,-21.093977826909864,-22.366226485419233,-21.865989102019896
E07000070,Chelmsford,233.345850597197682,-39.116702671399025,-30.184892304920112,-29.982414455539754,-35.130199496622652
E07000229,Worthing,144.961477808886656,-22.563366507057026,-18.343544519401291,-19.006726976566299,-20.439548285083035
E07000052,West Dorset,153.707354261672293,-24.139848314678204,-21.863048166123122,-21.660436322363083,-20.294022964107498
E06000042,Milton Keynes,226.518779874901838,-40.505562075278561,-23.145632784287301,-27.193083811486076,-26.036172019461219
E09000009,Ealing,195.203631492834518,-16.982508271477599,-14.696844657762369,-15.906165463803973,-15.527039629344102
E08000028,Sandwell,92.774921936278034,-12.957498786981930,-12.182980878162155,-12.232517572993885,-10.885967349642414
E07000203,Mid Suffolk,100.087295205320501,-17.204500931294518,-13.075749621016001,-16.153756611014671,-13.192891382502864
E06000029,Poole,176.197164450126564,-26.859097935401678,-27.507203531167107,-32.112273536782311,-21.658623130762152
E07000127,West Lancashire,156.790547150243896,-28.222752777004700,-24.264899458206671,-24.486631640346815,-25.284539708901107
E07000042,Mid Devon,113.980257714168843,-17.197751374253841,-15.674087599755623,-18.759021955500543,-17.341467761141132
E07000198,Staffordshire Moorlands,85.476269025339832,-11.840993618977521,-11.744043646636840,-10.098648314966468,-11.071211883052001
E07000110,Maidstone,184.875829912360643,-31.457914649674819,-24.404796279373073,-24.132396716440127,-21.340951350533828
E07000211,Reigate and Banstead,182.984896663856915,-26.294585258516349,-24.483029644373005,-24.988249340735592,-25.793750078503336
E08000006,Salford,121.920023057557614,-21.414400371777873,-20.816550881030139,-21.377137449623334,-19.351291812935614
E08000008,Tameside,125.122805989157669,-23.943861078478164,-25.592039425561822,-19.540288838126529,-18.110721317299308
E07000090,Havant,125.652785643784469,-17.753363697925067,-17.718992240716659,-17.892491540028445,-17.169165483015362
E07000228,Mid Sussex,154.813600281365865,-22.001739389513148,-19.766603061658614,-20.317962300193628,-22.622548188024183
E07000115,Tonbridge and Malling,148.011439933097137,-21.957707917223530,-19.673355477285597,-19.774199593555366,-20.084674306158945
E06000030,Swindon,193.910307512159932,-37.871963888424801,-24.482640388894026,-26.295633832586844,-22.324883224251010
E09000033,Westminster,514.827990751717039,-48.304761431327506,-36.330529786751981,-41.035461266466200,-32.819441853447813
E08000016,Barnsley,123.972449071997389,-21.739018541488264,-16.278445843846981,-16.951277768305204,-17.357523439375314
E07000087,Fareham,158.441138161580653,-23.553381273203854,-17.281412279328393,-25.732158540293455,-21.232926659738240
E06000006,Halton,111.855773705630739,-20.447707014891336,-17.742980325662941,-15.988155438324654,-19.949382178289852
E07000010,Fenland,102.932253522656097,-16.714413705727864,-16.416809855994160,-15.900388810647954,-14.491834725012822
E06000024,North Somerset,145.351157849671011,-22.532520722473691,-21.996518100934466,-22.571779546131566,-20.976989068015072
E08000013,St. Helens,127.696530097782045,-24.469287045862572,-21.156891669410498,-16.254834738653742,-19.840834488177876
E09000011,Greenwich,135.314878247254427,-12.711708366004387,-9.693611964077618,-10.682458549356582,-10.012890459367995
E09000028,Southwark,147.774297595597602,-13.600545524400161,-11.635789204588690,-11.241964194318740,-11.520992823872945
E09000022,Lambeth,171.311344540774400,-17.488841084275521,-12.584966737439998,-14.507300178402801,-12.434802785217670
E07000073,Harlow,183.357251463410790,-30.534614697258178,-22.169460365248355,-23.306712232218672,-27.813612631949070
E06000008,Blackburn with Darwen,142.957393256290629,-32.264441733673891,-27.646892835615233,-16.602194216041980,-21.269523519025213
E07000114,Thanet,89.790748337470831,-14.369891177485741,-13.232447357339069,-11.811295128544714,-11.264928993933623
E07000009,East Cambridgeshire,157.027138523281110,-22.831889173915073,-23.511830180570087,-21.718544385676367,-24.549860904013173
E07000191,West Somerset,114.213802616283758,-17.763148689092858,-21.744584991090562,-16.812077736484028,-15.140777386942929
E06000047,County Durham,123.330803334182150,-22.715189293754534,-19.870390699578721,-18.773198408038141,-20.949380913308048
E07000080,Forest of Dean,61.682602698583565,-9.565810948815660,-9.090470428138758,-11.158342189160464,-8.296123992236446
E08000022,North Tyneside,108.352478488453386,-17.642967822567741,-19.219776426566227,-21.922341282994424,-17.297474034249575
E07000085,East Hampshire,134.264647526556558,-19.105507304136552,-20.173547566050317,-17.822763561892387,-18.855811327434282
E07000179,South Oxfordshire,183.647461797051847,-28.664056999599296,-20.977894598879743,-24.286979581462901,-25.349778671141962
E07000129,Blaby,173.505886457965005,-13.622678317916296,-16.203614037011363,-45.306649894811926,-9.154853644845304
E07000181,West Oxfordshire,149.093973632338589,-22.778438962663870,-19.521345955047735,-18.539429760815665,-20.906806370567637
E07000173,Gedling,115.543112246036429,-10.662234276861000,-10.188646599569125,-9.791074695002180,-10.393039123881735
E07000086,Eastleigh,156.468359676655979,-23.507350545885515,-19.338919242275452,-21.958541590470361,-21.722315789829565
E08000018,Rotherham,120.062856760463546,-20.901417824204046,-17.302310396313331,-16.674760640278592,-16.732429437506141
E06000055,Bedford,135.848117461707147,-23.141822393824128,-20.239923018662466,-20.138661466617876,-18.769291350278593
E07000006,South Bucks,218.110374589164223,-32.891643110142553,-25.486489358172463,-29.681378084007378,-30.213346677736325
E07000176,Rushcliffe,110.083798353162649,-10.309540723484275,-11.204623960832109,-9.065934135065007,-9.745007730045486
E07000065,Wealden,129.513758830369625,-18.103974538280227,-17.256489413304962,-16.982687632829766,-18.317122844490555
E06000023,"Bristol, City of",157.075460193255452,-27.015846347613831,-21.842442583325905,-22.187849548246589,-21.270075741521836
